F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,Target
-48.75,40669.8,15,Rest,-17584.97,293.24,28.04,17.96,Medium,146.31,862.71,-9.88,-4.4,274.14,1597.26,-33.72,2300.66,-15045.96,-34.98,3.86,408.9,-72.6,-15349.98,8546.55,83.89,14,-384.53,-557.97,-3757.89,7.28,-129.98,20.62,-2733.7,6.02,232.92,3.08,479.17
-12.65,24865.56,9,UK,-6124.68,-79.51,-11.06,18.7,High,121.41,1503.66,-20.81,3.3,214.02,2779.46,-827.94,2510.6,-14768.84,-34.29,7.68,309.03,-80.43,-18256.68,-20997.33,9.45,10,-334.19,-612.81,-4423.44,17.1,-28.82,-112.15,-2544.92,0.52,193.2,2.53,3319.75
-41.58,23004.3,9,USA,-6123.52,510.46,92.78,11.62,Very low,144.39,622.53,-5.93,6.46,203.85,2707.34,111.51,2553.68,-31721.64,-30.42,10.48,336.69,-65.73,-16690.26,6930.12,42.76,12,-208.47,-405.09,-2747.52,16.15,83.2,-62.05,-800.52,1.78,144.64,2.61,-294.03
-170.12,19385.22,15,Rest,-14061.09,98.24,-53.26,16.3,Medium,32.67,1834.71,-9.95,-9.62,270.18,2220.64,1013.91,2488.51,-23088.42,-32.16,1.88,468.24,-69.39,-11743.12,19237.29,106.08,6,265.28,-580.17,-2363.73,16.41,-15.5,-84.59,-1539.5,115.56,162.38,3.32,465.37
-24.61,25990.74,12,USA,-9292.97,177.17,-83,11.05,High,157.29,760.56,-12.57,-1.42,173.28,1440.94,726.06,2706.73,-17146.38,-27.18,9.02,617.97,-68.01,-8717.68,-2535.96,26.96,4,-10.69,-647.79,-6901.56,19.75,-22.52,-51.19,-2644.36,0,141.08,3.48,179.21
-94.22,28641.78,12,UK,-14273.31,171.98,31.32,15.77,Medium,14.01,2043.39,-14.47,8.32,247.44,1366.94,1171.23,2214.39,-4694.12,-41.73,15.72,399.03,-80.91,-8750.72,3236.49,10.56,10,-172.05,-678.75,-3558.66,17.79,-67.1,-106.58,-2443.42,1.66,345.02,5.78,83.51
-90.31,31501.74,12,USA,-15532.17,497.54,-18.52,14.46,Medium,-39.66,2058.84,-6.57,-0,134.94,3227.98,870.78,2462.67,-19106.76,-41.55,7.78,218.73,-40.5,-8707.74,10608,7.47,12,-427.6,-487.05,-4499.91,16.81,-68.2,-104.99,-2593.8,1.58,198.66,0.88,1264.81
-16.82,20571.39,6,USA,-13805.26,-237.05,-110.14,12.74,Low,125.25,2377.38,-7.78,0.14,142.53,2159.34,538.71,2397.03,-815.9,-39.9,5.04,389.88,-63.06,-10753.32,-6735.18,-15.98,8,44.6,-1017.15,-3646.26,15.72,-25.76,-56.41,-2991.06,11.3,227.86,4.31,1559.08
-115.49,31050.3,6,Europe,-5271.39,-24.61,41.38,15.45,High,140.1,1615.74,-6.41,-4.72,-25.53,2582.08,1662.3,1469.04,-10060.1,-39.39,12.4,442.35,-71.73,-24064.8,-9777.57,39.6,6,-300.49,-505.14,-3335.25,14.63,37.24,-87.28,-1429.56,0.04,162.26,3.73,1097.12
-92.54,22151.28,6,USA,-10736.72,547.65,-11.86,15.9,Very high,138.21,2737.23,-14.13,11.78,221.64,1347.76,6.69,2047.97,-16480.6,3.09,7.46,269.37,-55.68,-19975.96,-4383.42,40.66,14,90.11,-578.25,-3872.49,12.05,-31.96,-54.63,-1638.84,0,-85.96,6.64,-267.58
-91.03,13973.13,18,Rest,-6435.28,315.15,50.3,21.45,High,93.81,619.44,-8.3,4.36,191.55,2911.82,682.83,2224.95,-21395.24,-19.23,5.28,408.45,-68.34,-17608.88,-11677.5,45.72,4,-723.52,-511.65,-5581.8,16.41,25.68,-110.04,-2597.38,0.54,264.32,4.53,504.33
-58.77,538.26,15,Rest,-12061.63,-583.4,-73.02,8.08,Very high,114.33,963.96,-10.19,12.2,41.46,2051.26,444.78,2335.98,-15266.78,-29.61,2.34,389.64,-47.16,-26048.16,-263.04,46.14,10,-452.93,-594.66,-3741.78,11.58,106.82,-53.26,-1344.26,0.98,262.42,5.91,211.01
-99.37,19832.07,21,Rest,-10336.46,962.34,97.56,14.71,Very high,247.59,394.38,-9.6,-4.3,165.42,2715.36,998.58,2418.61,-5114.16,-32.1,13.42,502.53,-68.67,-14745.46,-17918.73,39.98,8,315.74,-640.05,-6782.16,16.42,-121.48,-114.64,-1455.88,1.2,223.18,2.59,190.54
-53.33,17057.85,12,USA,-10127.74,164.92,-28.2,16.04,Very high,252,1761.75,-12.79,-3.4,121.44,1183.62,1470.39,2118.39,-11178.9,-36.36,13.14,561.06,-72.99,-16493.38,-15504.03,42.67,16,-527.7,-465.57,-4548.27,17.29,-262.56,-119.26,-1271,0.34,220.04,4.74,-209.65
-70.24,24280.32,12,UK,-9062.9,-406.03,-24.28,12.89,Medium,23.07,1642.98,-9.85,-3.78,109.08,1766.86,635.07,2045.46,-8495.18,-33.12,23.62,347.28,-76.23,-23578.5,6823.35,53.37,10,-203.58,-761.55,-3295.89,14.15,-56.34,-124.57,-1181.24,0.02,352.88,3.98,-131.22
-57.26,29316.42,9,Rest,-14304.8,175.71,-36.14,13.88,Low,-78.9,-882.45,-6.56,-9.4,191.58,1809.18,-618.69,2344.2,-7091,-29.37,20.1,511.02,-80.58,-6819.08,2752.56,33.52,16,-296.12,-645,-4071.33,8.17,-38.86,-117.7,-1871.02,3.8,88.52,6.01,-120.26
-175,23955.54,18,Rest,-13695.39,558.64,-20.26,17.74,Very high,269.94,1083.12,-5.68,-5.88,15.99,2151.34,-274.59,3055.98,-19232.58,-40.98,2.18,326.04,-71.1,-19382.18,8673.27,36.88,14,-284.89,-636.39,-4080.18,18.31,-11,-87.34,-3500.56,19.16,171.14,7.43,730.56
-153.89,19964.4,21,Europe,-11288.95,392.28,-93.2,25.1,Very high,-33.39,2176.53,-10.04,11.98,203.58,2376.66,1049.79,2377.36,-17915.22,-27.81,2.06,459.63,-44.16,-20979.72,20659.53,-56.58,8,-369.24,-604.8,-1321.77,21.23,-66.68,-9.74,-733.58,20.7,263.06,0.97,1323.11
-76.11,18436.38,24,UK,-4112.9,149.29,97.94,19.06,High,73.8,1738.92,-10.21,-30.48,227.61,1471.6,-396.3,2351.33,-19931.48,-14.16,5.32,362.13,-76.68,-24192.9,9612.78,19.67,8,-803.05,-579.72,-7994.13,18.37,42.46,-136.96,-1598.08,0.36,179.82,3.93,-36.81
-68.05,24587.46,6,UK,-18742.23,572.82,29.24,18.73,Low,22.71,1196.46,-17.8,-1.7,51.12,2025.16,222.09,2844.22,-14648.78,-19.23,5.36,402.12,-53.58,-17512,-12737.85,26.1,10,-450.35,-496.77,-1946.88,17.18,-59.44,-58.93,-1247.74,13.14,355.62,2.84,1322.09
-16.19,29155.98,12,USA,-8871.78,561.86,-37.44,14.97,Low,79.26,2616.72,-13.58,-3.6,74.91,2438.16,1923.93,2742.31,-16211.24,-35.16,7.08,426.72,-61.17,-15142.9,-416.46,22.07,16,77.51,-624,-4295.34,9.97,-66.84,-75.29,-2967.28,1,72.5,3.71,624.27
-90.02,23895.96,3,UK,-12886.45,49.15,-19.46,0.5,Low,85.5,1066.68,-9.87,-4.08,268.11,2685.34,379.14,2211.99,-14373.82,-30.24,5.64,313.89,-73.35,-26275.06,2931.66,1.29,8,-93.73,-557.88,-4315.71,22.44,56,-69.81,-2533.2,0.06,233.48,1.06,3582.64
-39.22,29014.65,6,Europe,-11826.14,448.38,71.78,22,Low,32.7,922.59,-9.86,8.78,64.17,2121.16,728.1,2293.25,-17230.28,-30.3,7.98,385.5,-50.58,-20080.44,7899.96,-23.86,14,79.23,-629.25,-5641.71,17.11,-78.92,-46.31,-1297.32,172.06,80.82,5.2,817.36
-35.44,30358.74,12,Rest,-11560.06,184.97,121.6,15.82,Very low,-6.63,1535.94,-6.22,-6.38,248.31,2276.62,1033.95,1528.35,-12148.72,-36,1.1,374.31,-62.91,-15537.6,-4058.91,55.96,8,-169.02,-546.54,-3800.52,16.79,-27.22,-85.29,-1544.2,3.84,167.92,4.54,23.19
-76.95,34642.92,9,UK,-8816.47,-397.65,56.14,15.95,Very low,-14.01,280.8,-3.74,-0.96,136.05,1250.06,51.24,2139.41,-17322.2,-23.13,9.1,260.43,-64.74,-10337.88,-6573.3,67.44,6,-769.73,-680.13,-3620.79,18.14,-34.1,-87.12,-2258.94,0.5,289.5,9.47,-149.2
-85.97,21323.16,6,UK,-13507.5,430,69.84,16.61,Very high,209.91,1923.24,-12.06,-5.22,0.39,2751.82,-1053.03,1834.65,-8708.2,-30.06,15.8,324.99,-66.63,-34032.98,-4147.74,1,6,-301.71,-804.36,-4898.22,19.58,-13.94,-37.7,-1059.74,11262.8,178.38,4.83,3828.68
-64.64,23140.71,12,Rest,-8668.86,26.3,36.22,17.52,Very low,50.46,2142.39,-8.97,0.56,-62.49,588.26,372.75,2458.37,-20018.04,-36.99,8.64,428.19,-72.66,-25719.82,-21881.76,140.98,8,-143.65,-654.63,-3520.8,18.12,54.68,-49.2,-3719.82,965.16,233.78,5.17,1444.22
-64.98,21913.35,12,Europe,-12161.13,412.6,-60.18,10.2,Low,113.13,725.52,-7.37,-10.12,68.16,1689.02,121.47,3089.53,-13564.28,-12.93,7.14,404.07,-76.89,-22782.68,-2165.25,32.71,6,216.62,-653.22,-3829.14,17.7,-33.2,-130.79,-2228.92,0.04,233.86,2.32,617.44
-44.65,15920.31,18,Europe,-2754.09,256.65,53.36,11.52,High,117.63,1051.95,-10.24,14.64,91.44,2520.02,599.31,2401.14,-8997.84,-28.68,17.88,289.56,-68.22,-17113.28,-10598.82,63.35,8,146.34,-419.31,-4139.34,15.68,9.88,-117.19,-1806.82,225.82,139.72,2.3,2270.01
-143.96,15583.59,9,UK,-10077.26,472.25,-46.14,14.29,High,83.4,1207.71,-10.27,-6.48,36.48,2440.14,-383.07,3373.17,-14052.06,-19.59,2.32,345.93,-58.47,-14586.62,-8977.65,57.57,10,-921.7,-613.8,-6189.72,13.03,-40.76,-59.89,-2299.68,332.5,180,5.19,3540.87
-109.68,22671.6,15,USA,-14197.23,337.07,70.92,12.67,Very low,57.33,1810.47,-15.11,-2.02,-39.15,2675.9,994.86,3006.28,-14972.34,-42.27,15.98,278.22,-66.72,-31704.84,-7213.41,68.21,6,-50.44,-792.78,-3326.19,17.75,-44.84,-110.16,-1488.64,372.46,186.24,1.2,1720.81
-93.27,28777.86,18,USA,-9441.2,-108.53,-45.46,14.71,Very high,85.35,1734.21,-5.29,-0.92,28.08,2880.94,281.01,2268.1,-22245.6,-29.7,6.44,372.39,-48.81,-23581.2,4120.14,55.52,12,276.24,-651.15,-4360.95,17.3,22.24,-68.01,-1436,0.84,208.12,2.47,757.45
-57.49,29326.38,15,USA,-7664.8,243.05,15.2,22.17,Low,-166.53,1579.77,-10.2,-3.24,267.54,2116.32,636.93,2828.24,-15908.28,-29.85,8.36,434.37,-78.39,-8841.46,8485.53,45.23,12,-851.78,-656.01,-5369.1,13.99,-69.2,-48.57,-1362.28,1.84,237.02,8.94,-1628.67
-28.77,21771.75,15,Rest,-9497.53,473.36,142.5,13.99,Very high,91.68,1742.7,-13.56,-12.44,111.87,2424.06,1456.53,3011.64,-20776.3,-26.67,5.4,196.29,-67.65,-27418.38,511.23,51.77,10,-590.69,-823.38,-3969.12,12.06,-56.86,-96.74,-2126.4,0.86,205.42,1.64,1040.54
-65.52,27629.43,12,Rest,-7294.82,370.22,23.66,12.9,Low,249.18,1658.34,-8.63,5.08,50.46,1846.04,1268.16,2506.97,-11597.84,-35.64,2.62,426.54,-72.63,-14350.9,-9113.1,38.41,10,250.07,-462.36,-3550.65,17.43,-42.22,-165.36,-1443.48,1.1,203.76,2.93,53.25
-74.66,23854.92,3,Rest,-9685.22,574.19,42.22,16.03,High,58.08,3260.64,-10.26,-5.88,126.81,1227.84,672.72,2581.88,-12830.82,-44.31,18.02,414.57,-67.29,-13578.9,-10199.61,10,6,-139.43,-688.17,-3972.3,13.22,-120.58,-71.73,-2126.44,0.16,170.24,1.3,920.94
-80.86,30759.45,12,Rest,-12213.89,367.9,-21.3,18.84,High,69.3,1120.89,-13.63,-4.76,54.69,2911.02,-27.87,2573.11,-12794.12,-24.12,2.24,332.58,-64.8,-20147.4,560.91,19.64,6,-289.46,-490.05,-2089.05,16.48,-8.68,-102.65,-2803.22,0.16,299.54,3.05,933.26
-85.29,28382.7,3,Rest,-7315.26,-21.39,76.86,19.97,High,141.09,1418.01,-12.07,-3.84,17.88,2579.46,586.65,2019.71,-19582.78,-35.04,4.46,316.89,-70.47,-22480.82,-1368.09,22.14,12,-636.34,-358.17,-4698.66,13.74,-85.42,-129.85,-1696.14,28.52,140.02,9.49,440.72
-64.38,24902.37,18,UK,-13584.5,71.4,-57.74,12.94,Very high,133.11,421.38,-8.42,5.96,-25.14,2364.4,848.07,2702.01,-22528.14,-41.97,3.8,468,-94.53,-18948.64,-2764.62,41.47,4,-400.72,-512.67,-5335.71,16.57,42.92,-100.59,-1994.88,0.42,273.38,0.53,3223.24
-82.13,10695.42,6,UK,-9224.67,420.42,17.06,19.08,Low,86.1,1476.54,-7.79,8.24,145.14,1874.84,-257.31,2172.88,-8510.8,-40.08,0.06,362.88,-65.88,-5161.36,-3968.7,59.84,14,323.45,-578.73,-3865.65,15.72,55.74,-87,-2958.24,28.78,187.24,5.81,1385.48
-28.22,19602,9,Europe,-10216.97,367.7,18.28,16.19,Medium,35.67,868.83,-7.94,-10.72,188.19,3179.64,11.88,2500.51,-2490.84,-29.22,8.52,532.53,-87.51,-21767.76,-2872.56,45.92,6,-212.83,-748.71,-3894,17.44,-38.46,-114.24,-1186.9,3.34,157.58,17.22,-1514.67
-56.58,26292.99,6,UK,-9539.95,-25.52,33.98,16.95,Low,232.47,687.39,-13.43,19.56,94.92,2328.74,2042.46,2572.63,-19703.42,-26.79,7.4,322.44,-52.74,-11776.24,-7532.61,62.27,4,-643.66,-597.69,-3945.27,17.97,0.96,-102.31,-2404.32,0.7,166.18,5.83,940.45
-110.51,15856.59,3,Europe,-5314.82,141.64,45.48,23.36,Very low,58.14,2242.29,-9.07,-4.2,40.86,3316.36,-426,2416.62,-13848.34,-43.71,24.44,259.77,-67.41,-15964.34,-6012.33,58.02,6,-306.66,-547.41,-4026.45,19.8,-135.26,-66.54,-1704.26,0.08,169.58,5.43,-698.81
-72.63,16264.62,0,UK,-14959.36,-161.33,66.34,20.13,Low,68.49,2051.22,-8.6,5.58,97.35,2369.66,795.45,2511.83,-8072.48,-26.4,14.48,410.16,-62.04,-18783.5,3729.75,-0.71,14,500.83,-612.09,-6644.76,20,-34.14,-127.72,-1228.36,244.7,165.76,3,3058.7
-103.06,19569,9,USA,-10185.27,601.01,45.52,14.4,Very high,123,759.84,-8.26,-4.12,139.05,1708.46,712.14,2543.7,-15026.84,-39.96,13.52,349.32,-74.25,-21690.8,-7230.54,55.14,10,-285.12,-547.98,-3877.59,16.85,-15.46,-79.58,-1681.04,157.32,-6.52,3.19,2099.03
-79.13,15006.57,12,Rest,-15462.82,386.42,-37.52,14.17,Very low,-47.25,1153.26,-15.38,18.72,242.52,2944.7,-764.01,2586.37,-19512.7,-37.62,6.4,209.22,-54.39,-31268.78,-12617.1,-5.69,8,-50.23,-610.29,-4985.25,15.18,-22.26,-132.38,-1960.02,1.38,155.46,4.75,322.02
-91.03,32683.08,9,USA,-8031.96,22.06,24.82,17.96,High,22.47,1768.56,-7.92,2.16,107.46,1415.76,152.85,2363.73,-2934.52,-30.39,7.58,279.84,-66.06,-12553.98,1630.92,33.77,8,231.05,-617.52,-3295.17,17.65,-41.04,-60.28,-2000.12,0.38,435.02,2.55,978.49
-86.47,30811.65,6,USA,-13704.31,145.39,-84.86,14.09,Very low,-50.94,2042.79,-14.29,5.1,110.61,2775.14,-335.01,2069.79,-9994.66,-24.12,2.86,401.97,-85.32,-13794,47.25,60.62,12,6.33,-600.27,-4284.03,14.69,-38.82,-83.28,-2629.84,31.4,187.16,4.22,1227.07
8.94,26307.9,9,Europe,-9537.5,121.83,71.58,14.44,Very low,217.35,814.26,-7.03,5.48,264.87,1029.04,-230.46,2475.84,-9731.42,-38.64,0.32,513.81,-62.76,-22990.6,-8630.58,121.67,6,-236.55,-726.15,-3757.05,8.83,12.44,-98.22,-2245.66,3.14,69.1,1.06,2301.24
-41.86,11796.18,15,Rest,-16517.65,442.03,2.76,15.67,Low,90.99,2379.21,-12.14,-0.32,100.65,2208.42,1097.13,2706.76,-22088.46,-32.55,6.56,187.89,-75.63,-18826.96,15769.32,96.13,14,64.74,-647.64,-3477.24,8.39,-38.48,-128.31,-3152.64,1.06,72.72,5.34,228.28
-63.26,28335.18,6,UK,-10461.73,488.87,80.58,15.73,High,70.32,1262.64,-4.08,0.16,176.88,2210.12,-586.11,2417.26,-21586.74,-28.71,9.76,456.21,-61.17,-16409.68,3567.06,48.26,6,452.03,-654.66,-4545.54,14.4,25.26,-109.17,-1481.52,1.16,143.12,3.95,2017.03
-100.72,22403.46,24,Europe,-10033.08,145.85,-10.8,8,Very low,80.49,1552.89,-13.55,-8.02,57.69,2354.38,893.55,2680.95,-17127.24,-21.3,20.04,363.27,-68.04,-8489.08,-14825.28,42.96,6,150.97,-487.62,-2035.29,16.8,-76.5,-63.19,-2667.62,0.06,143.84,5.74,-1481.28
-100.71,32579.1,15,Europe,-13564.89,183.6,53.7,12.65,Very low,210.87,941.82,-13.67,-2.12,273.27,2212.24,-133.95,2358.09,-13434.82,-33.45,12.74,344.49,-68.55,-6381.68,-12327.06,106.56,6,-221.13,-730.41,-3971.04,17.28,-66.32,-82.91,-972.04,16.68,332.54,2.09,-1015.81
-112.21,19806.75,9,USA,-10434.54,84.87,71.58,14.2,Very low,92.49,3089.07,-10.17,5.76,168.72,1836.66,-441.9,2304.93,-5739.14,-30.87,12.16,327.9,-72.12,-16811.52,-11371.65,153.31,10,-100.37,-295.11,-3110.91,15.34,24.82,-104.28,-1746.74,1.18,461.12,2.01,395.8
-74.61,24297.63,15,Rest,-7991.88,-70.26,-48.8,15.49,Low,292.14,3180.42,-9.81,-21.48,236.79,2115.86,-156.36,2368.41,-9925.72,-43.95,10.98,139.11,-63.63,-20985.7,4886.82,24.52,4,-628.7,-596.46,-2725.92,20.56,-39.64,-127.29,-1571.14,19.66,376.92,4.1,327.23
-156.1,27036.75,9,Europe,611.93,160.08,-37.56,15.5,Very low,-118.26,3880.98,-4.92,1.12,224.91,2153.4,2135.73,2253.36,-8928.28,-35.55,6.48,617.25,-82.02,-10400.84,4257.6,83.47,4,-645,-974.22,-3535.95,17.05,-42.12,-11.42,-846.88,876.52,197.16,12.44,-1410.42
-86.47,14333.31,18,Europe,-12556.31,-86,0.38,14.73,Very low,21.33,731.1,-5.25,-12,110.82,1267.42,294.3,2820.09,-17803.48,-34.8,5.26,318.93,-66.69,-11984.58,4571.46,57.03,2,-94.22,-722.76,-3822.81,17.32,-1.48,-71.2,-2332.04,1233.64,255.86,7.99,-39.38
-41.99,27464.79,15,UK,-11835.84,-149.33,20.62,17.31,Medium,-11.64,548.22,-8.75,-7,292.77,2141.3,1148.4,2497.46,-12065.14,-44.25,10.24,421.23,-61.98,-9618.22,-2555.85,65.43,8,-130.99,-554.7,-2774.28,17.78,-7.72,-86.52,-1794.04,0.72,296.32,1.57,358.68
-85.27,6128.22,12,UK,-5632.6,437.19,-11.68,15.21,High,-41.16,648.15,-11.06,-16.22,302.01,2868.8,193.68,2476.04,-15054.82,-18.96,8.76,387.21,-75.9,-18787.28,-8253.84,3.88,8,-270.96,-630.3,-4662.18,19.29,21.76,-94.18,-1828.42,8.06,232.66,7.36,758.09
-98.71,24115.86,9,USA,-8350.37,1.08,-60.8,24.52,Medium,-51.42,1805.82,-8.99,-7.7,204.12,2635.78,2090.16,432.07,-15057.04,-36.9,6.86,246.54,-42.78,-13324.64,960.75,-19.2,4,-237.94,-546.78,-7718.19,15.44,-79.74,-33.44,-1381.72,4.94,40.14,2.48,1095.34
-59.61,26174.01,21,USA,-12174.63,28.58,8.68,12.29,Medium,42.9,1484.76,-8.48,-18.76,37.14,2210.04,729.33,2051.65,-17917.58,-25.56,0.46,320.49,-68.85,-25251.4,-8874.93,58.92,8,-270.75,-584.4,-4131.57,5.46,-235.32,-76.5,-1928.78,3.46,139.94,1.93,933.24
36.05,35082.84,6,UK,-11042.79,258.12,-76.98,14.88,Very low,-125.85,2197.71,-10.98,-3.66,16.92,1038.6,307.8,2528.9,-20079.38,-32.31,16.64,181.11,-63.42,-8453.34,-9015.66,45.09,6,-303,-663.78,-3842.73,13.68,15.54,-95.07,-946.84,26.6,28.68,2.18,243.16
-19.14,10808.94,12,Europe,-15184.23,389.08,75.32,5.18,High,61.08,4221.18,-10.83,-13.96,147.12,1939.62,-263.4,2610.22,-18354.04,-30.24,2.12,209.13,-76.23,-17603.56,-9165.09,129.62,10,-354.31,-594.96,-4127.67,22.49,-36.94,-63.46,-2626.74,0.52,161.1,7.04,490.77
-77.93,37656.06,6,USA,-5713.44,693.95,65.76,9.52,High,56.88,128.07,-7.89,-2.56,152.43,1398.1,995.85,2500.6,-14508.66,-25.77,0.32,242.25,-70.68,-19444.98,-2627.07,12.15,10,-548.91,-498.09,-3296.49,16.79,88.96,-75.04,-1766.56,0.56,203.68,1.44,1524.25
-52.38,21382.68,3,UK,-10211.42,308.35,6.14,12.83,Low,156.84,836.58,-9.87,-4.44,16.77,2963.28,-126.33,1162.04,-7230.12,-30.63,28.34,172.83,-64.68,-16316.1,12707.52,44.42,8,-391.74,-550.02,-2740.56,14.61,-9.42,-135.38,-1566.08,2.82,105.1,5.09,713.29
-55.38,23162.73,15,Rest,-8943.01,-56.83,37.94,14.7,High,19.65,1097.16,-7.34,4.44,260.67,1147.46,264.12,2887.53,-12159.28,-26.76,8.24,392.94,-66.93,-21592.06,-14752.29,41.68,2,-98.96,-440.61,-3990.42,16.91,-20.94,-76.11,-988.24,384.92,198.12,1.26,1077.72
-161.66,16407.12,12,UK,-14084.09,-24.43,100.48,11.39,Very high,152.73,519.6,-13.14,3.42,62.13,2084.18,1678.98,2762.04,-20637.48,-26.7,4.5,532.08,-58.83,-27744.12,72.63,52.25,12,36.04,-622.71,-4836.57,19.51,-32.5,-30.21,-1343.2,3.88,241.26,2.36,3024.4
-112.69,13389.03,9,Rest,-9893.55,361.55,52.64,15.14,Very high,145.32,1698.27,-10,3.06,128.61,2691.96,979.32,2041.96,-12842,-32.16,7.24,13.86,-70.68,-15018.52,4679.19,91.12,10,-148.5,-662.52,-4786.53,22.01,-143.38,-111.72,-1809.08,5.94,152.08,4.74,654.18
-163.19,16242.75,15,Rest,-7013.7,64.87,-80,11.91,Very low,115.53,1678.38,-14.57,-1.38,217.02,3393.04,-26.73,2303.4,-5267.58,-48.72,18.7,419.52,-71.4,-10418.94,1163.76,83.2,8,-235.75,-688.38,-4296.84,14.35,-20.16,-109.53,-3788.28,1.78,286.62,6.33,264.18
-28.41,16358.34,18,Rest,-8929.6,595.6,51.42,8.25,Very high,131.4,1149.03,-2.92,11.84,74.94,1930.76,-144.63,2437.13,-15022.64,-19.17,10.74,330.45,-48.15,-17975.32,-10287.57,53.36,6,-403.88,-889.65,-4090.8,14.19,-64.04,-99.14,-2894.26,2002.18,247.32,2.62,1941.25
-84.36,17339.52,9,UK,-9117.38,-32.69,-54.12,9.54,Medium,101.79,1205.94,-12.11,11.2,146.13,1668,-257.19,2439.31,-19918.28,-37.41,5.9,392.85,-59.19,-10625.42,-16036.74,2,8,137.39,-445.08,-4785.3,19.64,54.76,-74.23,-2024.12,16.04,237.9,5.35,1091.89
-74.93,18401.52,18,USA,-11905.43,94.57,47.48,12.86,Medium,108.03,2028.3,-14.95,-2.7,65.67,1669.02,2070.69,2215.02,-25046.12,-19.8,1.5,340.32,-95.49,-22548.26,5346.48,1.41,12,95.34,-521.58,-5218.08,12.19,48.9,-65.07,-2772.34,1901.98,203.24,6.39,1475.27
-81.82,25519.38,24,Europe,-12830.61,510.29,98,16.51,Very high,264.42,1577.31,-8.01,-3.88,280.86,2217.84,572.49,2538.15,-5880.18,-33.6,12.5,450.96,-67.32,-1068.64,-9559.26,66.65,8,133.44,-578.76,-4948.2,19.08,117.48,-108.84,-2881.48,0.14,49.3,5.44,-1030.26
-65.26,35954.49,6,Europe,-6362.22,233.46,88.84,12.72,Very low,64.35,1123.86,-15.39,-2.98,83.43,2773.58,2499.15,2267.2,-12713.34,-33.27,17.62,367.83,-66.42,-15942.82,299.01,158.5,4,-8.41,-563.55,-3374.46,18.63,-37.44,-95.44,-1550.24,47.38,222.2,8.99,-514.7
-100.26,21283.32,15,UK,-13485.97,185.89,66.2,15.37,Low,18.3,1700.13,-9.89,-7.04,143.67,2040.6,1461.15,2094.73,-21270.64,-20.04,1.26,610.53,-78.99,-24597.18,4656.96,50.6,8,-151.72,-640.77,-3765.6,19.39,-24.12,-31.88,-2598.74,0.3,169.12,2.45,1800.99
20.06,11253.24,30,USA,-11419.73,325.44,51.2,12.29,Very low,39.99,2204.19,-3.08,0.82,206.07,2456.34,246.78,2053.93,-19197.2,-40.05,4.46,129.21,-65.61,-15356.12,-9019.8,41.48,18,-392.78,-861.12,-1787.37,13.95,199.54,-117.58,-2861.96,0.4,183.9,4.16,-1275.8
-118.92,31446.33,6,USA,-10676.62,77.92,-75.02,17.59,Very high,91.77,1204.98,-12.58,-2.64,160.41,1682.26,2058.48,2521.36,-21644.86,-36.36,3.78,222.69,-77.28,-13222.2,-6436.68,40.1,10,-346.25,-293.58,-4721.58,23.38,98.94,-45.23,-1689.58,0.1,152.02,9.87,-358.11
-70.56,8667.93,9,Rest,-14963.19,612.21,-13.88,14.49,Low,96.78,2095.17,-16.81,10.54,73.47,1057.78,-458.22,2339.91,-22507.34,-15.99,4.38,353.49,-67.56,-11510.2,-8321.19,24.43,12,-297.28,-829.38,-5785.62,15.9,-14.42,-104.83,-2298.7,13.06,179.64,2.29,500.54
-136.63,33754.35,15,USA,-11223.2,317.71,2.74,11.33,Very high,129.81,2712.48,-12.87,8.62,173.61,1698.72,1151.76,1667.64,-18148.5,-21.99,8.8,423,-85.62,-11910.16,-14737.41,-22.8,6,-237.55,-762.9,-4120.65,16.64,-1.06,-117.9,-2482.82,98.06,193.32,1.04,2394.13
17.02,41494.2,9,USA,-11710.96,132.94,73.04,14.51,Very high,-56.85,1019.61,-10.11,6.56,256.65,2545.4,-376.95,2691.74,-16217.7,-24.27,2.74,702.6,-65.22,-18376.76,-18075.12,91.15,4,-217.85,-642.57,-1969.35,18.03,-27.72,-99.65,-1513.26,45.72,337.68,2.57,2251.99
-122.25,38227.41,15,Europe,-10705.9,-246.56,18.8,19.41,Very high,14.1,798.24,-7.69,-0.36,397.68,1616.32,537.93,2646.69,-8632.74,-30.99,7.78,371.28,-61.65,-23643,-19137.54,56.74,6,-278.98,-401.58,-4240.77,23.9,49.94,-105.91,-2350.1,3.2,188.88,6.71,1765.21
-127.31,18967.53,9,USA,-10084.61,424.36,-98.5,22.25,Very high,193.35,386.58,-10.92,-0.54,149.94,1253.82,-174.36,2409.44,-23457.94,-25.2,9.78,323.25,-61.89,-25130.58,2543.85,16.03,14,309.11,-936.09,-3713.07,12.2,-28.68,-72.27,-1811.1,2.1,122.78,5.73,936.09
-58.07,23419.44,12,Rest,-11197.45,216.8,31.66,14.06,Low,223.14,5.31,0.58,-2.86,227.28,1518.98,1789.32,2605.38,-22672.5,-17.4,12.02,260.61,-54.09,-17673.28,-317.61,79.19,8,-572.49,-973.89,-3100.89,20.82,-25.8,-107.94,-1233.3,0.06,220.3,3.85,-124.47
